date	size'/'remotesize	flags(request:Update,Range state:File response:Modified,Chunked,gZipped)	statuscode	status ('servermsg')	MIME	Etag|Date	URL	localfile	(from URL)
21:05:10	21090/21090	UR-MCZ	200	added ('OK')	application/javascript	date:Fri,%2011%20Aug%202017%2004:38:56%20GMT	http://radixtouch.in/hospital/js/jquery-validation/js/jquery.validate.min.js	/home/gaurav/websites/Hospital/radixtouch.in/hospital/js/jquery-validation/js/jquery.validate.min.js	(from http://radixtouch.in/hospital/book_appointment.html)
21:05:10	332114/332114	UR-MCZ	200	added ('OK')	application/javascript	date:Fri,%2011%20Aug%202017%2004:38:50%20GMT	http://radixtouch.in/hospital/js/bootstrap-wysihtml5/wysihtml5-0.3.0.js	/home/gaurav/websites/Hospital/radixtouch.in/hospital/js/bootstrap-wysihtml5/wysihtml5-0.3.0.js	(from http://radixtouch.in/hospital/email_compose.html)
21:05:10	193/193	---M--	200	added ('OK')	image/png	date:Fri,%2011%20Aug%202017%2004:38:54%20GMT	http://radixtouch.in/hospital/img/remove-icon-small.png	/home/gaurav/websites/Hospital/radixtouch.in/hospital/img/remove-icon-small.png	(from http://radixtouch.in/hospital/css/style.css)
21:05:11	145759/145759	UR-MCZ	200	added ('OK')	application/javascript	date:Fri,%2011%20Aug%202017%2004:38:54%20GMT	http://radixtouch.in/hospital/js/fullcalendar/fullcalendar.min.js	/home/gaurav/websites/Hospital/radixtouch.in/hospital/js/fullcalendar/fullcalendar.min.js	(from http://radixtouch.in/hospital/schedule.html)
21:05:12	240427/240427	UR-MCZ	200	added ('OK')	application/javascript	date:Fri,%2011%20Aug%202017%2004:38:58%20GMT	http://radixtouch.in/hospital/js/jquery-ui/jquery-ui.min.js	/home/gaurav/websites/Hospital/radixtouch.in/hospital/js/jquery-ui/jquery-ui.min.js	(from http://radixtouch.in/hospital/schedule.html)
21:05:13	104962/104962	---M--	200	added ('OK')	text/html	date:Fri,%2018%20Aug%202017%2005:31:08%20GMT	http://radixtouch.in/hospital/index.html	/home/gaurav/websites/Hospital/radixtouch.in/hospital/index-2.html	(from http://radixtouch.in/hospital/)
21:05:13	17210/17210	UR-MCZ	200	added ('OK')	application/javascript	date:Fri,%2011%20Aug%202017%2004:38:52%20GMT	http://radixtouch.in/hospital/js/jquery-validation/js/additional-methods.min.js	/home/gaurav/websites/Hospital/radixtouch.in/hospital/js/jquery-validation/js/additional-methods.min.js	(from http://radixtouch.in/hospital/book_appointment.html)
21:05:14	67974/67974	UR-MCZ	200	added ('OK')	application/javascript	date:Fri,%2011%20Aug%202017%2004:38:56%20GMT	http://radixtouch.in/hospital/js/bootstrap-datetimepicker/js/bootstrap-datetimepicker.js	/home/gaurav/websites/Hospital/radixtouch.in/hospital/js/bootstrap-datetimepicker/js/bootstrap-datetimepicker.js	(from http://radixtouch.in/hospital/book_appointment.html)
21:05:15	891/891	UR-MCZ	200	added ('OK')	application/javascript	date:Fri,%2011%20Aug%202017%2004:38:50%20GMT	http://radixtouch.in/hospital/js/bootstrap-datetimepicker/js/bootstrap-datetimepicker-init.js	/home/gaurav/websites/Hospital/radixtouch.in/hospital/js/bootstrap-datetimepicker/js/bootstrap-datetimepicker-init.js	(from http://radixtouch.in/hospital/book_appointment.html)
21:05:15	18685/18685	UR-MCZ	200	added ('OK')	application/javascript	date:Fri,%2011%20Aug%202017%2004:38:58%20GMT	http://radixtouch.in/hospital/js/bootstrap-timepicker/js/bootstrap-timepicker.min.js	/home/gaurav/websites/Hospital/radixtouch.in/hospital/js/bootstrap-timepicker/js/bootstrap-timepicker.min.js	(from http://radixtouch.in/hospital/book_appointment.html)
